,index,Movie,P_Genre,S_Genre,T_Genre,Cluster_Id
0,0,stranger things,1,8,14,55
1,1,the boys,0,3,1,184
2,2,resident evil,0,15,8,23
3,3,the umbrella academy,0,5,2,2
4,4,ms. marvel,0,5,2,2
5,5,westworld,1,4,8,168
6,6,jurassic world dominion,0,5,8,8
7,7,minions: the rise of gru,11,5,2,12
8,8,doctor strange in the multiverse of madness,0,5,9,37
9,9,everything everywhere all at once,0,5,2,2
10,10,star trek: strange new worlds,0,5,8,8
11,11,the orville,4,2,1,169
12,12,obi-wan kenobi,0,5,8,8
13,13,severance,1,4,8,168
14,14,manifest,1,4,8,168
15,15,lightyear,11,0,4,9
16,16,thor: ragnarok,0,5,2,2
17,17,nope,12,4,8,11
18,18,spider-man: no way home,0,5,9,37
19,19,the sandman,1,8,14,55
20,20,the munsters,2,10,9,82
21,21,spiderhead,0,3,1,184
22,22,black mirror,1,4,8,168
23,23,the flash,0,5,1,39
24,24,the mandalorian,0,5,9,37
25,25,rocketry: the nambi effect,0,13,1,57
26,26,american horror story,1,15,8,42
27,27,"love, death & robots",11,16,0,7
28,28,doctor who,4,1,8,63
29,29,resident evil: welcome to raccoon city,0,15,8,23
30,30,solar opposites,11,2,8,52
31,31,crimes of the future,1,15,8,42
32,32,lost,4,1,9,13
33,33,jurassic park,0,5,8,8
34,34,rick and morty,11,5,2,12
35,35,morbius,0,5,14,18
36,36,the marvels,0,5,9,37
37,37,the undeclared war,1,9,13,6
38,38,avengers: endgame,0,5,1,39
39,39,dune: part one,0,5,1,39
40,40,halo,0,5,8,8
41,41,eternals,0,5,9,37
42,42,the x files,3,1,5,15
43,43,dark,3,1,5,15
44,44,star trek: discovery,0,5,1,39
45,45,ghostbusters: afterlife,4,2,9,38
46,46,dc league of super-pets,11,0,4,9
47,47,avatar: the way of water,0,5,8,8
48,48,interstellar,4,1,8,63
49,49,inception,0,5,8,8
50,50,invincible,11,0,4,9
51,51,free guy,0,5,2,2
52,52,the 100,1,4,8,168
53,53,black panther: wakanda forever,0,5,1,39
54,54,loki,0,5,9,37
55,55,black adam,0,8,8,1
56,56,the time traveler's wife,1,8,10,41
57,57,star wars: the clone wars,11,0,4,9
58,58,sonic the hedgehog 2,0,5,2,2
59,59,she-hulk: attorney at law,0,5,2,2
60,60,wandavision,0,2,1,85
61,61,arcane: league of legends,11,0,4,9
62,62,minions,11,5,2,12
63,63,avengers: infinity war,0,5,8,8
64,64,guardians of the galaxy,0,5,2,2
65,65,star trek: the next generation,0,5,8,8
66,66,the book of boba fett,0,5,8,8
67,67,star trek,0,5,8,8
68,68,the expanse,1,4,8,168
69,69,star wars,0,5,9,37
70,70,harley quinn,11,0,4,9
71,71,daredevil,0,3,1,184
72,72,don't look up,2,1,8,75
73,73,jurassic world,0,5,8,8
74,74,superman & lois,0,5,1,39
75,75,mad god,11,8,14,100
76,76,samaritan,0,1,9,81
77,77,independence day,0,5,8,8
78,78,moonfall,0,5,8,8
79,79,doctor strange,0,5,9,37
80,80,blade runner 2049,0,1,5,27
81,81,black widow,0,5,8,8
82,82,jurassic world: fallen kingdom,0,5,8,8
83,83,back to the future,4,2,8,178
84,84,avatar,0,5,9,37
85,85,diabolical,11,16,0,7
86,86,smallville,0,5,1,39
87,87,night sky,4,1,9,13
88,88,titans,0,5,3,56
89,89,star trek: picard,0,5,1,39
90,90,warehouse 13,1,4,8,168
91,91,tenet,0,9,13,40
92,92,the suicide squad,0,5,2,2
93,93,the adam project,0,5,2,2
94,94,see,0,1,8,5
95,95,captain marvel,0,5,8,8
96,96,shang-chi and the legend of the ten rings,0,5,9,37
97,97,mad max: fury road,0,5,8,8
98,98,arrow,0,5,3,56
99,99,hawkeye,0,5,3,56
100,100,shining girls,3,1,5,15
101,101,peacemaker,0,5,2,2
102,102,fringe,1,4,8,168
103,103,fear the walking dead,1,15,8,42
104,104,despicable me,11,5,2,12
105,105,agents of s.h.i.e.l.d.,0,5,1,39
106,106,star wars: episode i - the phantom menace,0,5,9,37
107,107,motherland: fort salem,1,8,8,70
108,108,hellboy,0,5,9,37
109,109,stargåte sg-1,0,5,1,39
110,110,spider-man: homecoming,0,5,8,8
111,111,guardians of the galaxy vol. 2,0,5,2,2
112,112,the mist,12,9,13,162
113,113,black panther,0,5,8,8
114,114,spider-man,0,5,8,8
115,115,overlord,0,15,8,23
116,116,the avengers,0,5,8,8
117,117,station eleven,4,1,9,13
118,118,the hunger games,0,5,8,8
119,119,person of interest,0,3,1,184
120,120,minority report,0,3,5,76
121,121,blade runner,0,1,8,5
122,122,paper girls,1,8,14,55
123,123,baymax!,11,16,0,7
124,124,suicide squad,0,5,9,37
125,126,iron man,0,5,8,8
126,127,star trek: deep space nine,0,5,1,39
127,128,what if...?,11,0,4,9
128,129,the prestige,1,4,8,168
129,130,prey,0,1,14,49
130,131,from,1,15,5,19
131,132,guardians of the galaxy vol. 3,0,5,2,2
132,133,deadpool,0,5,2,2
133,134,star wars: episode ix - the rise of skywalker,0,5,9,37
134,135,star trek: voyager,0,5,8,8
135,136,gotham,0,3,1,184
136,137,venom: let there be carnage,0,5,8,8
137,138,aquaman,0,5,9,37
138,139,star wars: episode iii - revenge of the sith,0,5,9,37
139,140,the lost world: jurassic park,0,5,8,8
140,141,arrival,1,4,8,168
141,142,zack snyder's justice league,0,5,9,37
142,143,the midwich cuckoos,1,15,5,19
143,144,ghostbusters,0,2,9,98
144,145,alien: covenant,12,9,13,162
145,146,"roswell, new mexico",1,11,8,33
146,147,ex machina,1,9,13,6
147,148,the thing,12,4,8,11
148,149,spider-man: into the spider-verse,11,0,4,9
149,150,futurama,11,5,2,12
150,151,annihilation,4,1,14,50
151,152,doom patrol,0,5,2,2
152,153,watchmen,0,1,5,27
153,154,star wars: rebels,11,0,4,9
154,155,the tomorrow war,0,5,1,39
155,157,aliens,0,5,8,8
156,158,the deadly mantis,8,15,8,110
157,159,divergent,0,5,5,29
158,160,spider-man: far from home,0,5,8,8
159,161,captain america: the first avenger,0,5,8,8
160,162,gravity falls,11,0,4,9
161,163,resident alien,2,1,5,113
162,164,eternal sunshine of the spotless mind,1,11,8,33
163,165,upload,2,4,8,106
164,166,supergirl,0,5,1,39
165,167,farzar,11,0,4,9
166,168,deadpool 2,0,5,2,2
167,169,rogue one,0,5,8,8
168,170,firefly,4,1,8,63
169,171,jessica jones,0,3,1,184
170,172,raised by wolves,1,8,8,70
171,173,the amazing spider-man,0,5,8,8
172,174,dune: part two,0,5,1,39
173,175,avengers: age of ultron,0,5,8,8
174,176,the fifth element,0,5,8,8
175,177,transformers,0,5,8,8
176,178,prometheus,4,4,8,120
177,179,the world's end,0,2,8,43
178,180,the stand,4,1,9,13
179,181,star wars: episode vi - return of the jedi,0,5,9,37
180,182,a quiet place part ii,1,15,8,42
181,183,idiocracy,4,2,8,178
182,185,the twilight zone,1,8,14,55
183,186,ad astra,4,1,5,80
184,187,the empire strikes back,0,5,9,37
185,188,legends of tomorrow,0,5,1,39
186,189,the last of us,0,5,1,39
187,190,misfits,2,1,9,32
188,191,the falcon and the winter soldier,0,5,1,39
189,192,snowpiercer,0,1,8,5
190,193,sonic the hedgehog,0,5,2,2
191,194,godzilla vs. kong,0,9,13,40
192,195,star wars: episode vii - the force awakens,0,5,8,8
193,196,boku no hîrô akademia,11,0,4,9
194,197,captain america: civil war,0,5,8,8
195,198,logan,0,1,8,5
196,199,alf,2,10,8,17
197,200,fantastic four,0,5,8,8
198,201,star wars: episode ii - attack of the clones,0,5,9,37
199,202,the meg,0,15,8,23
200,203,the fountain,1,4,10,54
201,204,donnie darko,1,4,8,168
202,205,jigeum uri hakgyoneun,0,1,9,81
203,206,edge of tomorrow,0,5,8,8
204,207,armageddon,0,5,8,8
205,208,despicable me 3,11,5,2,12
206,209,adventure time,11,0,4,9
207,210,underwater,0,15,8,23
208,211,ready player one,0,5,8,8
209,212,starship troopers,0,5,8,8
210,213,about time,2,1,9,32
211,214,the man in the high castle,1,9,13,6
212,216,a quiet place,1,15,8,42
213,217,quantum leap,0,5,1,39
214,218,ant-man and the wasp: quantumania,0,5,2,2
215,219,her,1,11,8,33
216,220,the martian,4,1,8,63
217,221,dune,0,5,8,8
218,222,blindspot,0,3,1,184
219,223,big hero 6,11,0,4,9
220,224,lost in space,4,1,11,137
221,225,despicable me 2,11,5,2,12
222,226,predator,0,5,14,18
223,227,x-men,0,5,8,8
224,228,the oa,1,8,5,31
225,229,altered carbon,0,1,8,5
226,230,star wars: episode viii - the last jedi,0,5,9,37
227,231,the amazing spider-man 2,0,5,8,8
228,232,solo: a star wars story,0,5,8,8
229,233,justice league,0,5,9,37
230,234,alias,0,1,5,27
231,235,firestarter,1,15,8,42
232,236,venom,0,5,8,8
233,237,lucy in the sky,1,11,8,33
234,238,oblivion,0,5,8,8
235,239,wonder woman,0,5,9,37
236,240,hagane no renkinjutsushi,11,0,4,9
237,241,heroes,1,8,8,70
238,242,alita: battle angel,0,5,8,8
239,243,battlestar galactica,0,5,1,39
240,244,ant-man,0,5,2,2
241,245,spider-man 3,0,5,8,8
242,246,robocop,0,3,8,77
243,247,one punch man: wanpanman,11,0,2,78
244,248,captain america: the winter soldier,0,5,8,8
245,250,enterprise,0,5,1,39
246,251,iron man three,0,5,8,8
247,252,aquaman and the lost kingdom,0,5,9,37
248,253,the hunger games: the ballad of songbirds and snakes,0,5,1,39
249,254,jurassic park iii,0,5,8,8
250,255,terminator: dark fate,0,5,8,8
251,256,iron man 2,0,5,8,8
252,257,v for vendetta,0,1,8,5
253,258,archive 81,1,15,5,19
254,259,stargirl,0,5,3,56
255,260,man of steel,0,5,8,8
256,261,legion,0,1,8,5
257,262,e.t. the extra-terrestrial,4,10,8,30
258,263,andor,0,5,1,39
259,264,secret headquarters,0,5,2,2
260,265,green lantern: beware my power,11,5,8,131
261,266,sense8,1,4,8,168
262,268,infinite,0,9,13,40
263,269,x-men: apocalypse,0,5,8,8
264,270,the incredible hulk,0,5,8,8
265,271,star trek: lower decks,11,0,4,9
266,272,kong: skull island,0,5,9,37
267,273,the spectacular spider-man,11,0,4,9
268,274,ant-man and the wasp,0,5,2,2
269,275,secret invasion,0,5,1,39
270,276,transformers: rise of the beasts,0,5,8,8
271,277,mad max,0,5,8,8
272,278,power rangers,0,5,9,37
273,279,army of the dead,0,3,14,24
274,280,x-men: days of future past,0,5,8,8
275,281,dragon ball z,11,0,4,9
276,282,brightburn,1,15,5,19
277,283,28 days later...,1,15,8,42
278,284,spider-man 2,0,5,8,8
279,286,regular show,11,0,4,9
280,287,war of the worlds,0,5,8,8
281,288,life,12,9,13,162
282,289,dredd,0,3,8,77
283,290,john carter,0,5,8,8
284,291,contact,1,4,8,168
285,292,strange world,11,0,4,9
286,293,eureka,4,2,1,169
287,294,el hoyo,12,9,13,162
288,295,batman: the animated series,11,0,4,9
289,296,the invisible man,1,15,5,19
290,297,world war z,0,5,14,18
291,298,2012,0,5,8,8
292,299,black clover,11,0,4,9
293,300,back to the future part ii,4,2,8,178
294,301,valerian and the city of a thousand planets,0,5,9,37
295,302,in time,0,9,13,40
296,303,wayward pines,1,4,8,168
297,304,event horizon,12,9,13,162
298,305,the new mutants,0,15,5,94
299,306,10 cloverfield lane,1,15,5,19
300,308,tron,0,5,8,8
301,309,under the skin,1,15,5,19
302,310,3rd rock from the sun,2,10,8,17
303,312,stargate: atlåntis,0,5,1,39
304,313,the hunger games: catching fire,0,5,1,39
305,314,star wars: the bad batch,11,0,4,9
306,315,untitled super mario project,11,5,2,12
307,316,men in black,0,5,2,2
308,317,independence day: resurgence,0,5,8,8
309,318,the maze runner,0,4,8,84
310,319,passengers,1,11,8,33
311,320,godzilla: king of the monsters,0,5,9,37
312,321,sky high,0,2,11,53
313,322,madame web,0,5,8,8
314,323,the predator,0,5,8,8
315,324,x: first class,0,5,8,8
316,325,superman,0,5,8,8
317,326,total recall,0,5,8,8
318,327,masters of the universe,0,5,9,37
319,328,mortal kombat,0,5,9,37
320,329,wall·e,11,5,11,58
321,330,the lobster,2,1,10,134
322,331,the nevers,0,1,9,81
323,332,blade,0,15,8,23
324,333,furiosa,0,5,8,8
325,335,upgrade,0,9,13,40
326,337,teenage mutant ninja turtles,0,5,2,2
327,338,travelers,1,4,8,168
328,339,i am groot,11,16,0,7
329,340,titane,1,15,8,42
330,341,star trek beyond,0,5,8,8
331,342,la brea,1,4,8,168
332,343,babylon 5,0,5,1,39
333,344,kaubôi bibappu,11,0,4,9
334,346,cowboy bebop,0,5,2,2
335,347,the mitchells vs the machines,11,5,2,12
336,348,inhumans,0,5,8,8
337,349,batman,0,5,2,2
338,350,vivarium,12,4,8,11
339,351,love and monsters,0,5,2,2
340,352,spaceballs,4,2,8,178
341,353,snake eyes: g.i. joe origins,0,5,3,56
342,354,batman v superman: dawn of justice,0,5,8,8
343,355,rollerball,0,9,15,96
344,356,escape room: tournament of champions,0,5,14,18
345,357,predestination,0,1,8,5
346,358,waterworld,0,5,8,8
347,359,galaxy quest,4,2,8,178
348,360,geostorm,0,9,13,40
349,361,transformers: the last knight,0,5,8,8
350,362,the butterfly effect,1,9,13,6
351,363,pacific rim,0,5,8,8
352,364,weird science,2,11,8,79
353,365,terminator genisys,0,5,8,8
354,366,a boy and his dog,2,1,8,75
355,367,battleship,0,5,8,8
356,368,gattaca,1,9,13,6
357,369,i am legend,0,1,8,5
358,370,jurassic world: camp cretaceous,11,0,4,9
359,371,incredibles 2,11,0,4,9
360,372,young justice,11,0,4,9
361,373,rebel moon,4,1,9,13
362,374,moon,1,4,8,168
363,375,they live,0,15,8,23
364,376,a cure for wellness,1,8,14,55
365,377,glitch,1,15,8,42
366,378,face/off,0,3,8,77
367,379,blasted,0,2,8,43
368,382,mortal engines,0,5,9,37
369,383,lilo & stitch,11,5,2,12
370,384,11.22.63,1,6,5,138
371,385,escape from new york,0,5,8,8
372,386,the fly,1,15,8,42
373,387,okja,0,5,1,39
374,388,the chronicles of riddick,0,5,8,8
375,389,green lantern,0,5,8,8
376,390,echo,0,5,3,56
377,391,invasion,1,8,8,70
378,392,children of men,0,1,8,5
379,393,reminiscence,5,11,8,128
380,394,mad max 2,0,5,8,8
381,395,x-men: the last stand,0,5,8,8
382,396,vesper,4,1,8,63
383,397,the legend of korra,11,0,4,9
384,398,inside job,11,2,9,135
385,399,batwoman,0,5,3,56
386,400,made for love,2,1,8,75
387,401,chaos walking,0,5,9,37
388,402,amphibia,11,0,4,9
389,403,lucy,0,9,13,40
390,404,sorry to bother you,2,1,9,32
391,405,alice in borderland,0,1,5,27
392,406,men in black: international,0,5,2,2
393,408,looper,0,1,8,5
394,409,escape room,0,5,14,18
395,410,vanilla sky,6,4,10,112
396,411,the purge,12,9,13,162
397,412,gravity,0,1,8,5
398,413,the time machine,0,5,8,8
399,414,spy kids,0,5,2,2
400,415,made in abyss,11,0,4,9
401,416,resident evil: apocalypse,0,15,8,23
402,417,dark angel,0,1,5,27
403,418,doom,0,15,8,23
404,419,resident evil: infinite darkness,11,0,14,35
405,420,sweet tooth,0,5,1,39
406,421,coherence,1,4,8,168
407,422,clifford the big red dog,11,5,2,12
408,423,dark phoenix,0,5,8,8
409,424,castle rock,1,8,14,55
410,425,what happened to monday,0,3,9,149
411,426,the last ship,0,1,8,5
412,427,twelve monkeys,5,9,13,26
413,428,the day after tomorrow,0,5,8,8
414,429,pitch black,0,15,8,23
415,430,stargate,0,5,8,8
416,431,star trek into darkness,0,5,8,8
417,432,finch,4,1,8,63
418,433,cloud atlas,1,4,8,168
419,434,planet of the apes,0,5,8,8
420,435,rampage,0,5,8,8
421,436,kraven the hunter,0,5,8,8
422,437,spider-man: across the spider-verse,11,0,4,9
423,438,agent carter,0,5,3,56
424,439,colossal,2,1,9,32
425,440,farscape,0,5,1,39
426,441,iron fist,0,5,3,56
427,442,glass,1,15,8,42
428,443,shin seiki evangerion,11,0,1,0
429,444,men in black 3,0,5,2,2
430,445,henry danger,0,2,11,53
431,446,bill & ted face the music,4,2,16,14
432,447,transformers: dark of the moon,0,5,8,8
433,448,super 8,0,4,8,84
434,449,the man from earth,1,8,5,31
435,450,timeless,0,5,1,39
436,451,cloverfield,0,15,8,23
437,453,the cloverfield paradox,0,15,8,23
438,454,the running man,0,9,13,40
439,455,wreck-it ralph,11,5,2,12
440,456,resident evil: retribution,0,15,8,23
441,457,deadpool 3,0,2,8,43
442,458,ryû to sobakasu no hime,11,5,1,122
443,459,never let me go,1,11,8,33
444,460,the cell,3,15,8,141
445,461,borderlands,0,5,2,2
446,462,under the dome,1,4,8,168
447,463,devs,1,4,8,168
448,465,the last man on earth,0,2,1,85
449,466,the dead don't die,2,8,14,44
450,467,robots,11,5,2,12
451,468,the prey: legend of karnoctus,0,9,13,40
452,469,x2,0,9,13,40
453,470,serenity,0,5,8,8
454,471,deep blue sea,0,5,8,8
455,472,knight rider,0,3,1,184
456,473,kôdo giasu - hangyaku no rurûshu: code geass - lelouch of the rebellion,11,0,1,0
457,474,alien resurrection,0,15,8,23
458,475,space jam: a new legacy,11,5,2,12
459,476,bienvenidos a edén,0,1,8,5
460,477,district 9,0,9,13,40
461,478,atlantis: the lost empire,11,0,4,9
462,481,bumblebee,0,5,8,8
463,482,godzilla,0,5,8,8
464,483,the faculty,12,4,8,11
465,484,alien³,0,15,8,23
466,485,lovecraft country,1,8,14,55
467,486,family matters,4,2,1,169
468,487,mr. nobody,1,8,10,41
469,488,the in between,1,11,8,33
470,489,tomorrowland,0,5,11,28
471,490,terminator salvation,0,5,8,8
472,491,logan's run,0,5,8,8
473,492,gintama,11,0,2,78
474,494,pokémon: detective pikachu,0,5,2,2
475,495,men in black ii,0,5,2,2
476,496,falling skies,0,5,1,39
477,497,blast from the past,2,1,10,134
478,499,signs,1,4,8,168
479,500,cube,1,15,5,19
480,501,i think we're alone now,1,4,8,168
481,502,bill & ted's excellent adventure,4,2,16,14
482,503,g.i. joe: the rise of cobra,0,5,8,8
483,504,i am not okay with this,2,1,9,32
484,505,avp: alien vs. predator,0,5,14,18
485,506,small soldiers,0,5,2,2
486,507,ender's game,0,5,8,8
487,508,transformers: age of extinction,0,5,8,8
488,509,source code,0,1,5,27
489,510,equilibrium,0,1,8,5
490,511,mighty morphin power rangers,0,5,11,28
491,512,dokutaa sutoon,11,0,4,9
492,513,death race,0,9,13,40
493,514,treasure planet,11,5,11,58
494,515,gwoemul,0,1,14,49
495,516,resident evil: the final chapter,0,15,8,23
496,517,luke cage,0,3,1,184
497,518,real steel,0,1,8,5
498,519,orphan black,1,9,13,6
499,520,insurgent,0,5,8,8
500,521,maniac,2,1,8,75
501,522,megamind,11,0,2,78
502,523,v,1,9,13,6
503,524,the last starfighter,0,5,8,8
504,525,ich bin dein mensch,2,1,10,134
505,526,ahsoka,0,5,1,39
506,527,elysium,0,1,8,5
507,528,earth girls are easy,2,7,10,126
508,529,riddick,0,5,8,8
509,530,sword art online,11,0,4,9
510,531,war for the planet of the apes,0,5,1,39
511,532,jumper,0,5,8,8
512,533,archive,1,4,8,168
513,534,the league of extraordinary gentlemen,0,5,9,37
514,535,mr. mercedes,3,1,5,15
515,536,ninjago,11,0,4,9
516,537,the rocketeer,0,5,11,28
517,538,barbarella,4,2,9,38
518,539,steven universe,11,16,0,7
519,540,dragon ball super: doragon bôru cho,11,0,4,9
520,541,freaks,1,4,8,168
521,542,cloudy with a chance of meatballs,11,5,2,12
522,543,manyeo,0,4,8,84
523,544,the eden theory,12,9,13,162
524,545,revolution,0,5,1,39
525,546,predators,0,5,8,8
526,547,"honey, i shrunk the kids",4,2,11,45
527,548,pixels,0,2,9,98
528,549,the thundermans,0,2,1,85
529,550,svart krabba,0,5,1,39
530,551,hellboy ii: the golden army,0,5,9,37
531,552,the lego movie,11,0,4,9
532,553,jupiter's legacy,0,5,1,39
533,554,explorers,4,2,11,45
534,555,deep impact,0,1,8,5
535,556,the abyss,4,1,5,80
536,557,counterpart,1,9,13,6
537,558,roswell,1,4,8,168
538,559,the hunger games: mockingjay - part 2,0,5,8,8
539,560,akira,11,0,1,0
540,561,allegiant,0,5,5,29
541,562,the return of the living dead,2,15,8,4
542,563,krull,0,5,9,37
543,564,phineas and ferb,11,16,0,7
544,565,g.i. joe: retaliation,0,5,8,8
545,566,12 monkeys,4,1,5,80
546,567,boss level,0,5,2,2
547,568,"i, robot",0,4,8,84
548,569,into the dark,1,8,14,55
549,570,ironheart,0,5,1,39
550,571,scooby-doo 2: monsters unleashed,4,2,11,45
551,572,species,0,15,8,23
552,573,the defenders,0,5,3,56
553,574,brave new world,1,9,13,6
554,575,samurai jack,11,0,4,9
555,576,the hitchhiker's guide to the galaxy,4,2,8,178
556,577,assassin's creed,0,5,8,8
557,578,resident evil: extinction,0,15,8,23
558,579,star trek: prodigy,11,0,4,9
559,580,dark city,6,4,8,3
560,581,dirk gently's holistic detective agency,0,5,2,2
561,582,ghost in the shell,0,3,1,184
562,583,teen titans,11,0,4,9
563,584,real genius,2,11,8,79
564,585,ralph breaks the internet,11,5,2,12
565,586,28 weeks later,0,5,14,18
566,587,high life,4,1,14,50
567,588,back to the future part iii,4,2,8,178
568,589,super mario bros.,4,2,11,45
569,591,superman returns,0,5,8,8
570,592,triangle,6,4,8,3
571,593,z nation,0,2,1,85
572,595,outlander,0,5,8,8
573,596,the hunger games: mockingjay - part 1,0,5,8,8
574,597,flash gordon,0,5,8,8
575,598,hollow man,0,15,8,23
576,599,lois & clark: the new adventures of superman,4,2,1,169
577,600,unbreakable,1,4,8,168
578,602,predator 2,0,15,8,23
579,603,steins;gate,11,2,1,99
580,604,the island,0,9,13,40
581,605,soylent green,3,4,8,47
582,606,attack,0,9,13,40
583,607,kol,3,15,5,186
584,608,dawn of the planet of the apes,0,5,1,39
585,609,rise of the planet of the apes,0,1,8,5
586,610,possessor,12,4,8,11
587,611,isle of dogs,11,5,2,12
588,612,dragon ball: doragon bôru,11,0,4,9
589,613,another life,4,1,5,80
590,614,teenage mutant ninja turtles: out of the shadows,0,5,2,2
591,615,the giver,1,11,8,33
592,616,the island of dr. moreau,12,9,13,162
593,617,close enough,11,0,4,9
594,618,torchwood,0,1,5,27
595,619,awake,0,5,1,39
596,621,the arrival,5,9,13,26
597,622,paul,4,2,8,178
598,623,home,11,5,2,12
599,624,demolition man,0,9,13,40
600,625,maze runner: the death cure,0,5,8,8
601,626,pandorum,0,15,5,94
602,627,the society,1,4,8,168
603,629,batman v superman: dawn of justice ultimate edition,0,5,8,8
604,630,journey 2: the mysterious island,0,5,2,2
605,632,mob psycho 100,11,0,2,78
606,633,wargames,0,1,8,5
607,634,chappie,0,3,1,184
608,635,dragonball evolution,0,5,9,37
609,636,transformers: revenge of the fallen,0,5,8,8
610,637,sharknado,0,5,2,2
611,638,m3gan,12,9,13,162
612,639,bolt,11,5,2,12
613,640,piranha 3dd,2,15,8,4
614,641,escape from l.a.,0,5,8,8
615,642,the guardians of the galaxy holiday special,0,5,2,2
616,643,yakusoku no neverland,11,0,4,9
617,644,ron's gone wrong,11,5,2,12
618,646,elemental,11,5,2,12
619,648,the lego batman movie,11,0,4,9
620,649,in the shadow of the moon,3,4,8,47
621,650,press play,14,11,8,36
622,651,blade ii,0,15,8,23
623,652,spriggan,11,0,4,9
624,653,runaways,0,1,8,5
625,654,buck rogers in the 25th century,0,5,8,8
626,655,space jam,11,5,2,12
627,656,hemlock grove,1,8,14,55
628,657,the gifted,0,1,9,81
629,658,the last of us: part ii,0,5,1,39
630,659,dark matter,4,1,5,80
631,660,into the night,1,9,13,6
632,661,voyagers,4,9,13,91
633,662,avpr: aliens vs predator - requiem,0,5,14,18
634,663,are you afraid of the dark?,1,8,14,55
635,664,planet terror,0,2,9,98
636,665,tides,0,5,8,8
637,666,the 4400,1,4,8,168
638,667,ancient aliens,7,8,6,69
639,668,get smart,0,5,2,2
640,669,journey to the center of the earth,0,5,11,28
641,670,short circuit,2,10,8,17
642,671,project power,0,3,8,77
643,672,lifeforce,0,15,5,94
644,674,push,0,9,13,40
645,675,captain america 4,0,5,8,8
646,676,wild wild west,0,2,8,43
647,677,chronicle,0,1,8,5
648,678,cocoon,2,1,8,75
649,679,pacific rim: uprising,0,5,8,8
650,680,bloodshot,0,5,8,8
651,681,utopia,1,4,8,168
652,682,in from the cold,0,3,1,184
653,683,innerspace,0,5,2,2
654,685,resident evil: afterlife,0,15,8,23
655,686,the rain,1,9,13,6
656,687,the silent sea,4,1,5,80
657,689,blue beetle,0,5,8,8
658,690,deja vu,0,3,8,77
659,692,jupiter ascending,0,5,8,8
660,693,colony,0,5,1,39
661,694,blade: trinity,0,15,8,23
662,695,moonraker,0,5,8,8
663,697,tank girl,0,2,8,43
664,698,mauseu,0,3,5,76
665,699,kung fury: the movie,0,2,3,93
666,700,electric dreams,2,1,16,117
667,701,the saint,0,5,10,127
668,702,the adventures of sharkboy and lavagirl 3-d,0,5,2,2
669,703,the outer limits,1,8,14,55
670,704,9,11,0,4,9
671,705,rise of the teenage mutant ninja turtles,11,0,4,9
672,706,meet the robinsons,11,5,2,12
673,707,ben 10,11,0,4,9
674,708,ghostbusters ii,0,2,9,98
675,709,robot chicken,11,16,4,10
676,710,pk,2,1,8,75
677,711,skinwalker ranch,12,4,8,11
678,712,horizon: forbidden west,0,5,5,29
679,713,the happening,4,9,13,91
680,714,boku dake ga inai machi,11,1,9,88
681,715,star wars: visions,11,0,4,9
682,716,mighty morphin power rangers: the movie,0,5,11,28
683,717,star trek ii: the wrath of khan,0,5,8,8
684,718,color out of space,12,4,8,11
685,719,it comes at night,1,15,5,19
686,720,the handmaid's tale,1,11,8,33
687,721,ducktales,11,0,4,9
688,722,the bad batch,0,15,5,94
689,723,superhero movie,0,2,8,43
690,725,knowing,0,4,8,84
691,726,marvel's guardians of the galaxy,0,5,2,2
692,727,underworld: awakening,0,8,14,144
693,728,thunder force,0,5,2,2
694,729,final space,11,0,4,9
695,730,mad max beyond thunderdome,0,5,8,8
696,731,maze runner: the scorch trials,0,5,8,8
697,732,future man,0,5,2,2
698,733,death stranding,0,5,1,39
699,734,the dark tower,0,5,9,37
700,735,level 16,1,9,13,6
701,736,the walking dead: world beyond,1,15,8,42
702,737,the endless,1,8,14,55
703,738,terminator: the sarah connor chronicles,0,1,9,81
704,739,haven,3,1,9,101
705,740,star wars jedi: fallen order,0,5,1,39
706,741,dollhouse,1,4,8,168
707,742,the electric state,0,5,1,39
708,743,spawn,11,0,4,9
709,744,ark: the animated series,11,0,4,9
710,745,maximum overdrive,0,2,14,95
711,746,the tick,0,5,2,2
712,747,æon flux,0,5,8,8
713,748,the day the earth stood still,4,1,8,63
714,749,sanctuary,0,1,9,81
715,750,the iron giant,11,0,4,9
716,751,the guardians of justice,11,0,4,9
717,752,superman ii,0,5,8,8
718,753,dark shadows,1,8,14,55
719,754,fallout,0,5,1,39
720,755,star trek: the motion picture,4,4,8,120
721,757,teen titans go!,11,16,0,7
722,758,time bandits,4,2,9,38
723,759,the adjustment bureau,9,9,13,87
724,760,howard the duck,0,5,2,2
725,761,the midnight sky,4,1,8,63
726,763,sliders,4,8,8,51
727,764,speed racer,0,5,2,2
728,765,leviathan,4,15,5,97
729,766,the 5th wave,0,5,8,8
730,767,the six million dollar man,0,3,1,184
731,768,transcendence,0,1,8,5
732,770,dinosaurs,2,10,9,82
733,772,black lightning,0,1,8,5
734,773,r.i.p.d.,0,5,2,2
735,775,i am number four,0,5,8,8
736,776,land of the lost,0,5,2,2
737,777,downsizing,1,8,8,70
738,778,space: 1999,4,1,8,63
739,779,forever,3,1,9,101
740,780,the protector,0,8,8,1
741,781,videodrome,12,9,13,162
742,782,she-ra and the princesses of power,11,0,4,9
743,783,4: rise of the silver surfer,0,5,9,37
744,784,chicken little,11,5,2,12
745,785,replicas,1,9,13,6
